DAVCNA_ST;MATICNA_ST;OSA_ID;NAZIV;NASLOV;KRAJ;POSTNA_ST;regija;SKD_SIFRA;DEJAVNOST;DEJAVNOST ŠTEVILKA;SKIS;VELIKOST_SUBJEKTA;ST_ZAPOSLENIH;ST_ZAPOSLENIH<10;ST_ZAPOSLENIH_MED_10_IN_30;ST_ZAPOSLENIH MED 30 IN 100;ST_ZAPOSLENIH NAD 100;AKTUALNO_LETO;SCENARIJ;DATUM_UVOZA;Prihodki 2018; Prihodki 2017 ;Dobi?ek 2018;Dobi?ek 2017;Osnovna sredstva 2018;Osnovna sredstva 2017;Prejemki iz javnih sredstev 2018;Prejemki iz javnih sredstev 2017;Razlika v prihodkih 2018 ;Razlika v prihodkih 2017;Prihodki 2016;KOMENATR;Prihodki 2015;KOMENTAR1;Dobi?ek 2016;KOMENTAR2;Dobi?ek 2015;KOMENTAR3;Osnovna sredstva 2016;Osnovna sredstva 2015
79976077;2372860;68907920;POSLUH d.o.o.;Son?na pot 14 A;Portorož - Portorose;6320;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;1.258.988;870.037;150.297;94.787;481547,46;442857,24;1.078.769,33;904.768,84;180.219,02;-34.732,10;901395;901395;822292;822292;85812;85812;51818;304128;5898630;6355859
77087429;2163063;68130663;VITA ET SOL d.o.o.;Devinska ulica 11;Slovenska Bistrica;2310;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;181.683;184.813;149.793;142.090;204721,3;204382,51;174.753,55;185.608,53;6.929,59;-795,7;206651;206651;195935;195935;131657;131657;112781;84007;1716332;1564452
63983192;6110479;;DENTICA FP, d.o.o.;Prvomajska ulica 23;Sevnica;8290;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;304.702;202.150;12.344;-16.697;67340,75;58778,53;0;0;304.701,78;202.150,31;204212;204212;196638;196638;-274;-274;23116;40702;653381,92;308790
93060343;1890166;68030522;HEMODIAL, d.o.o.;Cesta v Tomaž 6 A;Vojnik;3212;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;6;DA;NE;NE;NE;2018;1;30.05.2019;937.031;907.384;148.267;420.051;236031,03;518540,59;829.613,00;844.169,13;107.417,53;63.214,43;803635;803635;892183;892183;377939;377939;408384;69716;2306994;2229497
12931926;2020548;68078269;KARDIOMED d.o.o.;Trstenjakova ulica 5;Ptuj;2250;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;236.752;229.704;147.899;106.388;179882,37;130067,15;192.665,06;187.499,55;44.087,06;42.203,97;189722;189722;185548;185548;75687;75687;81732;1292;1233231;1222428
54647207;2153840;68106170;OKULISTIKA d.o.o.;Sremi? 15;Krško;8270;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;7;DA;NE;NE;NE;2018;1;30.05.2019;862.341;801.893;147.770;105.922;873660,94;806828,21;340.890,63;288.874,16;521.449,95;513.018,96;774266;774266;695797;695797;105777;105777;83082;12937;2056380;2059720
19803907;1323644;22033354;ZOB d.o.o.;Med vrtovi 8;Vrhnika;1360;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;370.949;350.016;146.971;135.763;226689,42;239058,05;64.981,48;58.349,54;305.968,01;291.666,02;399431;399431;376000;376000;123094;123094;116028;60933;859996;804936
89505212;1932764;68269532;MARIDENT d.o.o.;Istrska cesta 89 B;Koper - Capodistria;6000;6;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;264.508;235.842;146.478;111.842;366877,9;208398,88;69.531,52;61.500,89;194.976,95;174.341,22;258353;258353;226808;226808;85927;85927;56128;130932;1163470;1048021
74821679;1917358;68036523;MEDICINSKI CENTER HELIKS d.o.o.;Opekarna 1;Trbovlje;1420;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;412.294;397.260;143.471;134.223;415321,96;433986,27;315.653,48;335.103,20;96.640,64;62.156,71;414728;414728;379293;379293;115753;115753;97393;-7148;1201735;1063699
61106127;1474901;68173889;MEDICINSKI CENTER KRKA, d.o.o.;Šmarješka cesta 4;Novo mesto;8000;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;14;NE;DA;NE;NE;2018;1;30.05.2019;1.005.625;937.872;141.847;158.523;937753,52;1044664,61;410.575,52;351.645,75;595.049,55;586.226,39;900321;900321;869097;869097;144688;144688;119326;35564;1569294;1623627
86824589;6016529;69186307;Ordinacija idej d.o.o.;Mestni Vrh 74;Ptuj;2250;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;2;30.05.2019;458.006;366.259;139.320;119.529;210179,19;169952,47;2.999,30;0;455.006,42;366.259,18;294823;294823;288517;288517;87617;87617;64437;13844;572107;582165
94700699;5054818;22033521;PSIHIATRI?NA BOLNIŠNICA BEGUNJE;Begunje na Gorenjskem 55;Begunje na Gorenjskem;4275;4;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;164;NE;NE;NE;DA;2018;1;30.05.2019;7.321.014;7.017.502;115.989;7.297;8559029;8465097;7030943,65;6736605,3;290.070,35;280.896,70;7022712;7022712;6810874;6810874;136107;136107;434471;210101;1810842,3;1882355
77666950;6246338;;APILAB, d.o.o.;Gorišnica 60 A;Gorišnica;2272;2;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;6;30.05.2019;292.968;282.639;173.485;122.913;157162,95;143456,97;4.314,80;2.106,55;288.652,96;280.532,80;269662;269662;212072;212072;76912;76912;38975;-1486;3056879;3071289
26880130;6156177;68978626;CASERMAN d.o.o.;Cesta 6. maja 11;Vrhnika;1360;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;163.699;171.837;138.668;134.886;163308,31;155325,97;169.114,63;172.534,09;-5.415,48;-697,52;187957;187957;189559;189559;125378;125378;101367;110794;595770;379294
52205231;6412289;69063455;ZOBNI RENTGEN CVETKA KALAN d.o.o.;Kotnikova ulica 5;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;299.154;301.939;117.836;120.468;195386,31;214386,06;12.215,60;13.357,80;286.938,70;288.580,80;295898;295898;213804;213804;90094;90094;36454;-38032;678648,35;665157
10468315;1719823;;STAR TIM d.o.o.;Knezova ulica 18;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;1;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;286.603;138.930;3.826;-18.957;51863,27;47881,03;0;0;286.603,23;138.930,39;6750;6750;0;0;-377;-377;-45;11118;39190,82;43624
41247779;1534769;22033370;NAGLIDENT, d.o.o.;Predilniška cesta 6;Trži?;4290;4;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;166.998;145.802;136.773;113.032;342989,25;315144,3;80.438,65;68.361,61;86.558,91;77.439,92;143489;143489;127331;127331;95111;95111;86250;130582;1569253,28;1652601
54802571;2250055;68236239;PREMEDIKO d.o.o.;Ljubljanska ulica 5;Maribor;2000;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;1;30.05.2019;529.957;527.477;223.339;195.859;407739,29;393225,03;251.012,33;249.909,12;278.944,44;277.567,39;487929;487929;463684;463684;153720;153720;116309;265006;4887689;4746789
65043316;1851977;68141166;EOS Zora Vadnjal Gruden, dr.med., d.o.o.;Stara cesta 16;Kranj;4000;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;367.931;386.233;428.404;500.754;527503,1;612727;89.375,33;75.563,78;278.555,63;310.669,22;314093;314093;309577;309577;439777;439777;402660;76766;5692180;5283660
97700096;1552619;22033412;DR.STOMA.KOBOLT d.o.o.;Ga?nikova pot 3;Ravne na Koroškem;2390;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;184.896;182.943;136.009;122.948;224521,63;253104,74;72.134,44;62.717,65;112.761,46;120.225,79;184204;184204;161861;161861;106729;106729;101674;181315;740904,03;565386,25
28500474;2234246;68731699;OPTIKA GLAS d.o.o.;Šaleška cesta 19 A;Velenje;3320;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;173.492;176.654;134.569;126.252;198476,91;203368,28;11.501,51;14.154,32;161.990,90;162.500,04;183204;183204;167942;167942;118514;118514;102192;887;1069409,9;1131251,7
28228740;5762731;22033586;ARCHIMED d.o.o.;Razlagova ulica 24;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;218.726;217.933;131.806;90.387;245721,17;343819,87;435.866,47;418.980,59;-217.140,04;-201.047,61;226261;226261;191749;191749;35314;35314;166003;181453;2101083,86;1924186
48474398;3628469;46377760;ADRIJANA ŽIBERT s.p.;Metni Vrh 41;Sevnica;8290;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.14100;Mikro enote;8;DA;NE;NE;NE;2018;5;30.05.2019;293.347;250.890;18.108;11.157;346817,18;358061,89;20.365,50;20.373,64;272.981,71;230.515,94;264230;264230;253395;253395;10953;10953;8383;37239;249776,9;217849
38293935;6182755;68987109;GINEKOLOGIJA DR. FRANI? d.o.o.;Celjska cesta 10;Rogaška Slatina;3250;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;250.382;244.408;130.984;100.121;162084,57;142872,04;170.755,88;169.066,26;79.626,61;75.341,72;225026;225026;214722;214722;68591;68591;41799;105364;773596,66;557912
15172031;6264433;;DMC PRAPROTNIK d.o.o.;Kamniška cesta 24;Radomlje;1235;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;347.584;323.703;129.990;116.614;171086,16;156218,41;7,33;0;347.576,76;323.703,34;326118;326118;266692;266692;102970;102970;76843;297918;1323160,01;1562253,63
57343128;6063683;69111115;MEDIKO BMT d.o.o.;Ulica Roberta Kukovca 15;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;277.337;180.200;-74.530;-48.477;639304,08;646932,01;9.225,62;13.941,00;268.111,08;166.258,83;95869;95869;48808;48808;-57146;-57146;3037;56606;123277,55;96260,72
94316627;1629450;68186011;PSIHIATRI?NA ORDINACIJA RUDNIK, d.o.o.;Rudnik II 4;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;1;30.05.2019;326.306;314.606;129.318;121.205;299710,77;678286,49;123.591,76;152.687,62;202.714,11;161.918,51;317988;317988;274963;274963;109431;109431;98466;35607;1036944,27;1032260
17861462;2114216;;POPDENT d.o.o.;Žolgarjeva ulica 7;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;6;30.05.2019;332.604;197.478;9.384;-15.843;81847,26;55127,43;64.905,73;31.067,34;267.697,98;166.410,68;10634;10634;9020;9020;-24568;-24568;-24686;102192;149993,22;138925
98579355;2319683;69159853;POLIKLINIKA NOBILIS d.o.o.;Pohorska ulica 21 B;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;8;DA;NE;NE;NE;2018;2;30.05.2019;1.467.355;928.196;125.664;144.617;1248060,11;1388636,61;215.730,00;80.530,00;1.251.624,65;847.665,72;774699;774699;862529;862529;22679;22679;42172;484062;3026522,75;3656484
47736151;1657372;22033376;PREVOZI BOLNIKOV BERGINC d.o.o.;Valentini?eva cesta 22;Laško;3270;3;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;282.736;283.001;17.797;8.181;110540,64;115371,26;19.660,60;15.203,19;263.075,80;267.798,20;269758;269758;248368;248368;5297;5297;5601;16018;206171,04;97288,51
59438452;7089155;;CCO, d.o.o., so.p.;Gregor?i?eva ulica 6;Jesenice;4270;4;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;9;DA;NE;NE;NE;2018;6;30.05.2019;277.319;143.065;701;3.425;77357,31;59757,16;20.796,57;15.727,45;256.521,99;127.337,46;0;0;0;0;-843;-843;0;14945;165272,44;159630,88
26062895;3175189;45698926;ANDREJA RO?NIK S.P.;Zelena ulica 17;Maribor;2000;2;Q86.901;Alternativne oblike zdravljenja;1;S.14100;Mikro enote;9;DA;NE;NE;NE;2018;5;30.05.2019;254.541;306.622;;;91589,1;95254;0;16,49;254.541,05;306.605,51;329219;329219;298089;298089;0;0;0;25038;50940,43;54912,42
38334887;6525270;68999906;DIGITALNO ZOBOZDRAVSTVO VBO, d.o.o.;Mladinska ulica 54;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;436.618;231.146;125.464;74.834;425507,84;141635,06;143.127,57;147.091,30;293.490,07;84.054,69;211992;211992;174529;174529;20666;20666;12672;119326;973031,54;908627
79627803;7078072;;DENTPLUS d.o.o.;Ljubljanska cesta 29 A;Vrhnika;1360;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;251.356;118.078;-49.373;-59.779;130971,33;84866,85;0;1.209,87;251.355,75;116.868,53;11423;11423;0;0;-24935;-24935;0;-278971;1911699,97;1844775
72034955;5867380;45025268;CUDV Radovljica;Cesta na Jezerca 17;Radovljica;4240;4;Q87.200;Dejavnost nastanitvenih ustanov za oskrbo duševno prizadetih, duševno obolelih in zasvojenih oseb;4;S.13113;Velikost RS se ne izra?unava;147;NE;NE;NE;DA;2018;1;30.05.2019;4.666.260;4.458.176;83.398;179.772;3865025;4022307;4415660,85;4980580,47;250.599,15;-522.404,47;4666260;4666260;4458176;4458176;83398;83398;179772;18964;45289,57;35261
41161882;6108610;68934619;DENTALNI STUDIO MB d.o.o.;Gregor?i?eva ulica 1;Lenart v Slovenskih goricah;2230;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;393.494;294.633;121.822;85.766;164278,6;165993,47;57.631,68;51.022,94;335.862,51;243.610,25;310094;310094;261327;261327;55598;55598;35224;276916;1751796,46;1508363,72
51799499;5655315;69066103;LEONARDO, d.o.o., Kranj;Storžiška ulica 4;Kranj;4000;4;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;5;DA;NE;NE;NE;2017;1;30.05.2019;208.921;110.777;118.739;97.670;476031,82;365729,06;149.477,66;112.185,66;59.442,87;-1.408,73;355179;355179;219912;219912;121812;121812;68413;3806;394353,18;404264,01
47445980;5838169;22033671;DIAGNOSTIKA d.o.o.;Gosposvetska ulica 10 A;Kranj;4000;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;575.690;576.496;118.735;119.546;391400,68;463806,72;410.033,81;363.676,89;165.656,24;212.819,28;488197;488197;382524;382524;79375;79375;87392;67351;72579,71;67350,98
58795758;5468574;68888404;MO-GY d.o.o.;Moste 68 B;Komenda;1218;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;9;DA;NE;NE;NE;2018;1;30.05.2019;238.349;213.573;1.488;2.563;90514,9;139659,44;0;0;238.348,94;213.572,64;204779;204779;171698;171698;16406;16406;9345;100503;317877,85;291840
51706652;1352954;68887888;KNEŽEVI? d.o.o.;Brilejeva ulica 12;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;211.795;224.860;116.033;90.588;173932,74;142423,27;0;45,92;211.794,94;224.813,83;189026;189026;176103;176103;66778;66778;64987;30324;404956,98;389700,55
47617799;6251226;68961760;ZOBOZDRAVSTVO BENEDEK, d.o.o.;Mestna ulica 7;Laško;3270;3;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;241.218;202.281;113.441;79.634;139068,72;108622,86;65.965,04;51.044,79;175.253,03;151.236,02;213941;213941;169593;169593;45245;45245;24375;15739;396315,08;458606,83
57872198;5948746;22033825;REŠILKO d.o.o.;Pesnica pri Mariboru 68;Pesnica pri Mariboru;2211;2;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;8;DA;NE;NE;NE;2018;1;30.05.2019;261.506;240.697;-24.621;-18.351;79795,02;116926,39;28.004,06;30.932,65;233.501,81;209.764,47;298771;298771;264222;264222;8081;8081;8384;41799;131778,26;96635,53
67281907;5581273;22033718;VELOG d.o.o.;Cesta Jaka Platiše 21;Kranj;4000;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;290.482;269.088;112.009;60.186;157849,66;107569,76;200.698,57;212.286,37;89.783,23;56.801,20;253983;253983;253251;253251;66590;66590;16215;16445;1414741,63;1434722
19408811;1922882;;YAG d.o.o.;Ulica Molniške ?ete 11;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;6;30.05.2019;231.971;193.775;63.146;39.108;199441,33;197941,93;2.007,58;8.926,20;229.963,35;184.848,60;203378;203378;177921;177921;28162;28162;-2090;18272;306979,85;307508,8
39582329;7056893;69235269;DENTALIS d.o.o.;Ko?evarjeva ulica 2;Novo mesto;8000;8;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;239.910;184.866;111.506;47.265;222142,94;209741,54;0;1.192,08;239.910,48;183.673,87;91583;91583;0;0;14087;14087;0;40820;1500290,58;1474583
17016746;3663019;68892470;DENTIKO, d.o.o.;Radvanjska cesta 134;Maribor;2000;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;9;DA;NE;NE;NE;2018;1;30.05.2019;675.443;494.404;60.177;6.698;407474,88;397179,89;449.828,58;315.893,50;225.614,71;178.510,20;450733;450733;458780;458780;15807;15807;36859;17098;58389,33;42976
94045925;5907713;22033664;KAMELEON d.o.o.;Slovenska ulica 17;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;9;DA;NE;NE;NE;2018;1;30.05.2019;749.397;648.008;103.072;57.704;779406,53;742342,75;139.262,66;138.507,79;610.134,21;509.500,17;531279;531279;549382;549382;73879;73879;109170;5033;292066,94;301273
85611336;1824341;23470583;FIDELITAS d.o.o.;Cankarjeva ulica 6;Postojna;6230;6;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;243.407;217.823;102.633;79.488;238040,28;233312,82;47.863,83;45.053,69;195.543,61;172.769,23;213202;213202;211663;211663;54885;54885;56081;9345;139459,65;123588
61301671;3879500;68883465;Nina Kotnik-Travnik, s.p.;Na jasi 6;Kamnik;1241;1;Q86.230;Zobozdravstvena dejavnost;9;S.14100;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;378.607;305.446;98.088;75.448;34336,95;12410,18;60.082,85;41.765,66;318.524,57;263.679,86;289135;289135;234172;234172;68495;68495;45736;779721;2688352,23;4206765,25
41832329;6085296;68937828;Dentmed d.o.o.;Ulica Pariške komune 42;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;221.275;179.613;97.054;81.700;119542,5;107981,17;48.667,27;46.813,90;172.607,67;132.799,59;178858;178858;206900;206900;65998;65998;49229;5006;833238,65;876552,7
63357356;1625926;22033391;APEKS, d.o.o.;Gorenjska cesta 8;Radovljica;4240;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;544.773;256.008;94.622;60.957;167832,06;90850,52;124.678,02;70.125,43;420.094,60;185.883,00;275778;275778;268599;268599;53272;53272;53214;327;176295,34;158059
59831588;5083672;45020006;CUDV Dobrna;Lokovina 13 A;Dobrna;3204;3;Q87.200;Dejavnost nastanitvenih ustanov za oskrbo duševno prizadetih, duševno obolelih in zasvojenih oseb;4;S.13113;Velikost RS se ne izra?unava;129;NE;NE;NE;DA;2018;1;30.05.2019;4.112.735;3.989.287;113.128;175.891;5530374;5733542;3892719,68;3816938,93;220.015,32;172.348,07;3742766;3742766;3576062;3576062;157767;157767;156227;200035;1020560,71;855179,33
91986800;5477352;22033539;ZOBKI d.o.o.;Putrihova ulica 1;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;285.202;243.116;92.624;74.392;358816,04;330302,9;124.538,84;139.917,42;160.662,72;103.199,02;251542;251542;251802;251802;71092;71092;68785;503509;2689749,84;2995286
75131838;1323881;22033810;MEDICINA DELA ROGAŠKA d.o.o.;Celjska cesta 10;Rogaška Slatina;3250;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;217.144;211.807;90.955;90.830;119543,02;126577,3;36.091,47;24.578,00;181.052,37;187.228,84;209596;209596;177470;177470;76135;76135;72851;8383;36590,77;25124
28821831;6295991;68968241;ZASEBNA AMBULANTA ROJ, dr.med., d.o.o.;Mroževa ulica 3;Slovenska Bistrica;2310;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;14;NE;DA;NE;NE;2018;2;30.05.2019;577.774;477.005;87.387;51.933;389288,82;284654,45;323.622,43;252.805,94;254.151,70;224.198,63;437801;437801;409302;409302;55825;55825;65180;-84;63303,14;49905
31131247;3711099;68931764;"ZDRAVSTVENA ORDINACIJA ""DR. ŠOLMAN"", d.o.o.";Rogozniška cesta 32 A;Ptuj;2250;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;2;30.05.2019;428.568;388.193;78.877;65.607;117947,86;96224,13;215.424,31;149.028,77;213.143,51;239.164,19;385705;385705;365712;365712;79705;79705;45736;23597;192019,73;189259
45046328;7178808;;LUX DENTAL d.o.o.;Kolodvorska ulica 7 A;Krško;8270;8;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;14;NE;DA;NE;NE;2018;6;30.05.2019;2.003.814;633.147;87.246;12.553;338812,85;270454,62;2.551,68;6.219,49;2.001.261,83;626.927,41;0;0;0;0;-1679;-1679;0;53985;769849,89;779046,94
18100970;1683055;22033353;DR. DANEU d.o.o.;Cesta solinarjev 1;Portorož - Portorose;6320;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;179.804;163.584;86.265;81.737;214232,51;185676,67;167.841,68;148.611,34;11.962,52;14.972,59;207030;207030;152506;152506;75543;75543;47171;169723;1389201,89;1230594,36
90996178;2195208;68149299;LARA MED, d.o.o.;Dobroveljska cesta 1;Zre?e;3214;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;7;DA;NE;NE;NE;2018;1;30.05.2019;518.809;456.438;67.432;44.724;333045,36;371159,52;307.811,95;197.220,30;210.996,67;259.217,42;419190;419190;404303;404303;37330;37330;40983;70219;481361,82;459019,13
83987843;8074992;;Md-lab d.o.o.;Noršinska ulica 6;Murska Sobota;9000;9;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;6;30.05.2019;213.450;2.500;-12.767;161;94570,75;9278,71;2.564,65;0;210.885,75;2.500,00;;ni podatkov;;;0;0;0;47171;192358,58;230978
69296227;1662953;;GIBANJE d.o.o.;Dunajska cesta 74;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;6;30.05.2019;247.887;237.261;-8.817;-11.802;1437732,05;1453992,1;39.533,84;34.475,97;208.353,43;202.784,58;247630;247630;204616;204616;-14656;-14656;-11118;22194;79972,48;80026,16
21167001;1964607;68050824;ZOBNA d.o.o.;Nova pot 5;Brezovica pri Ljubljani;1351;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;285.921;248.195;85.199;61.193;143227,53;125829,59;71.137,02;44.806,14;214.784,34;203.388,88;254136;254136;228580;228580;56562;56562;52400;29420;171618,69;76162
33238502;6239820;69037932;"PREVOZI ""FRANC"" d.o.o.";Bratonci 137;Beltinci;9231;9;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;255.838;261.322;77.406;72.912;152618,43;150335,8;50.491,45;31.773,24;205.346,74;229.548,82;243409;243409;245057;245057;62197;62197;51051;-561;999462,49;312781
46111654;5754933;22033690;BELI MEDVED d.o.o.;Zgornji Otok 8;Radovljica;4240;4;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;7;DA;NE;NE;NE;2018;1;30.05.2019;574.786;508.950;82.014;36.610;564358,49;582409,51;224.556,51;194.248,99;350.229,98;314.700,66;493649;493649;453012;453012;64417;64417;11126;25465;792227,74;770090
16513541;5921899;22033647;A.BIZJAK d.o.o.;Prisoje 7;Koper - Capodistria;6000;6;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;219.495;212.721;81.682;80.564;121523,67;117875,79;147.578,95;138.114,97;71.915,78;74.606,38;218827;218827;211869;211869;77855;77855;75554;11126;578522,5;577453
59952245;3457036;68725039;TRŽAN-MAKOVEC d.o.o.;Ulica Vladimirja Dolni?arja 11;Dobrova;1356;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;1;30.05.2019;451.569;433.627;79.160;78.773;114611,58;120740,9;128.054,29;104.008,27;323.515,13;329.619,04;376045;376045;383717;383717;40526;40526;70595;18705;369107,27;327336,14
