;;;;;;;;;;;;;;;;;;;;;Izkaz poslovnega izida;;;Izkaz poslovnega izida;;;;Bilanca stanja;;Erar;;;;izkaz poslovnega izida;;;;izkaz poslovnega izida;;;;bilanca stanja;
16390261;1071424;;LI FURU S.P.;Cesta 1. maja 51;Kranj;4000;4;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0,28;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
23617462;6676910;;ITP;Blo?ice 36;Grahovo;1384;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0,28;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
77634152;6346812;68857607;BELEC DARJA S.P.;Betettova ulica 19;Maribor;2000;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0,25;;;;;2013;4;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
41569059;6755631;46247089;DENTCOM Škorjanc Mirjam s.p.;Brezje pri Grosupljem 85;Grosuplje;1290;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0,25;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
49452002;6143903;46357408;BIOBRIN, Anton Levstik S.P.;Pod Hruševco 48 C;Vrhnika;1360;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0,25;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55038425;8136815;69211250;VITALFIT, Jana Boh, s.p.;Ulica Staneta Severja 9 B;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Ni podatka o velikosti;0,25;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
84183586;3648338;45974323;Tea Jedlov?nik Štrumbelj, Thea s.p.;Mivka 10;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0,25;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
20430256;3751171;;VERBITSKIY d.o.o.;Cesta zmage 33 A;Maribor;2000;2;Q86.901;Alternativne oblike zdravljenja;;S.11003;Mikro enote;0,25;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
41195663;3474674;;JELA?IN d.o.o.;Zbašnikova ulica 12;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.11002;Mikro enote;0,25;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
45455686;7169612;;AMBULANTA DOLENC d.o.o.;Stara cesta 10;Škofja Loka;4220;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,25;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
43546471;6798004;;Salamandra, d.o.o.;Dekani 225 B;Dekani;6271;6;Q86.901;Alternativne oblike zdravljenja;;S.11002;Mikro enote;0,25;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
62095013;1821784;;LUNIMAR d.o.o.;Kamen?e 4;Braslov?e;3314;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,25;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
64737543;8202583;;MEDIGROS d.o.o.;Gradiš?e 12;Grosuplje;1290;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Ni podatka o velikosti;0,25;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
24388432;3806464;;NISTERI d.o.o.;Pugljeva ulica 2;Ljubljana;1000;1;Q86.100;Bolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,24;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
17768403;6478930;68097365;Tjaša Mlinari? s.p.;Jerinova ulica 2;Šentjur;3230;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0,22;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
99051699;6170439;68673084;RTG-KLIK, Danijela Juran?i? Iveši? s.p.;Šarhova ulica 105;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0,22;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
68117868;6555136;46381690;Damir Rizman s.p.;Podjavorškova ulica 1;Celje;3000;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0,2;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11143924;1853325;;VITAMEDIC d.o.o.;Tržaška cesta 64;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
16725506;6673244;;Inštitut ANAHATA Maribor;Ob ribniku 81;Maribor;2000;2;Q86.901;Alternativne oblike zdravljenja;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
13795163;3904121;;ZDRAV NASMEH d.o.o.;Menardova ulica 10;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
31562191;7274041;;BIORAY d.o.o.;?rnova 35 C;Velenje;3320;3;Q86.901;Alternativne oblike zdravljenja;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
53947053;3733114;;MEDICINA DEMŠAR d.o.o.;Streliška pot 2;Nova Gorica;5000;5;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
60934387;3594874;;EODEM d.o.o.;Šmarska cesta 7 C;Koper - Capodistria;6000;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
70764093;6557678;;RESPIRA, d.o.o.;Pohorska ulica 21 B;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
71601783;2297442;;E DENT ANKARAN;Ivan?i?eva cesta 3;Ankaran - Ancarano;6280;6;Q86.230;Zobozdravstvena dejavnost;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
75876434;6740197;;IMJPerio d.o.o.;Ravni 16;Krško;8270;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
94493022;6873324;;KLAVIKULA d.o.o.;Vitomarci 42 D;Vitomarci;2255;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
97494062;3896137;;IMPLANTOLOŠKA AKADEMIJA d.o.o.;Vrta?a 5 A;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.11002;Mikro enote;0,2;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
28249798;1956841;;ORTOPEDIJA KOŠAK d.o.o.;Na pobo?ju 12;Brezovica pri Ljubljani;1351;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,19;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
64379876;3498905;;ZAVOD CEREBRUM;Dunajska cesta 106;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,19;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
90526058;6055281;;DERM d.o.o.;Urši?ev štradon 52;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,19;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
13301276;6398073;;PROPULS PORTOROŽ;Liminjanska cesta 21;Portorož - Portorose;6320;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,18;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
37340280;6960758;;PSIHIATRIJA EVA ŠVAGELJ;Štanjel 5;Štanjel;6222;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,18;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55342612;6004164;;ZAVOD BIMBO IZOLA;Dolina 1;Izola - Isola;6310;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,18;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67339131;5997453;;TERRA AMORIS d.o.o.;Rožna dolina, cesta II 51;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0,18;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
74838172;5554802;;ALBUS d.o.o.;Savska cesta 10;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.11002;Mikro enote;0,18;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
75261677;2316579;;ZZ MREVLJE - SERNEC LJUBLJANA;Anžurjeva ulica 8 A;Ljubljana - Polje;1260;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,18;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
79536999;2347954;;ZDRAVSTVENI ZAVOD PALI SAN IZOLA;Cankarjev drevored 16;Izola - Isola;6310;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,18;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
81881371;3728919;;ZAVOD DINAMIKA;Hudovernikova ulica 4;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,18;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
91980232;2272016;;ARSMED KAMNIK;Na bregu 24;Kamnik;1241;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,18;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
88210367;3478394;68811796;OPTIMIST, Treska Boris s.p.;Keleminova ulica 22;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0,17;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
61432563;6745075;;NADO CENTER ZDRAVJA d.o.o.;Zaloška cesta 167;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0,17;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
82753598;6678041;;Yongping Wang s.p.;Mariborska cesta 91;Celje;3000;3;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0,17;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
85554197;3883426;;RADIOMEDICA, d.o.o.;Neubergerjeva ulica 19;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,17;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
90626427;8210578;;STESHA d.o.o.;Ukmarjeva ulica 2;Portorož - Portorose;6320;6;Q86.909;Druge zdravstvene dejavnosti;;S.11003;Ni podatka o velikosti;0,16;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
60249536;3302636;46103525;POLONA PODNAR S.P.;Poslovna cona A 18;Šen?ur;4208;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0,15;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
49646974;6444962;;ZDRAVOST d.o.o.;Sneberska cesta 128 B;Ljubljana - Polje;1260;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,15;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46779469;2259605;;NEVRON;Tomši?eva ulica 6;Izola - Isola;6310;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,14;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
77275926;1979027;;ARTHRON ŠPORT d.o.o.;Goriška ulica 2;Izola - Isola;6310;6;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0,14;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
10058672;1244469;;Ambulatorium Zeleni trikotnik Z.b.o.;Savska cesta 10;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.11002;Mikro enote;0,12;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
36898660;8277222;;ITERO d.o.o.;Finžgarjeva ulica 4;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;/;0,12;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
75094568;1462598;68071995;HOLO MEDICO d.o.o.;Razlagova ulica 11;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,1;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
84777656;3424120;69141490;SZZ;Koštabona 68;Šmarje;6274;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,1;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
43478999;3930548;46307009;Branko Šibanc, s.p.;Ljubljanska cesta 16;Celje;3000;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0,1;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
79706436;6815987;68640663;Špela Suhadolc s.p.;Krtina 57 B;Dob;1233;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0,1;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11819502;2156954;;ORTHOCONS d.o.o.;Pot na Drenikov vrh 2;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,1;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46726080;8191956;;Ajda Kolman?i? s.p.;Šentiljska cesta 37 C;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Ni podatka o velikosti;0,1;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
24529435;3396967;;GROSVITA d.o.o.;Dunajska cesta 22;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0,09;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
78732328;6028276;;ZAVOD HIPOKRAT KOPER;Ulica Vena Pilona 14;Koper - Capodistria;6000;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,09;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
48418382;3670546;69075030;UROŠ PRELESNIK S.P.;Ulica Sallaumines 5 A;Trbovlje;1420;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0,08;;;;;2015;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
28467892;1913328;;EXCELLENTIA VIVA d.o.o.;Ljubljanska cesta 4 E;Grosuplje;1290;1;Q86.901;Alternativne oblike zdravljenja;;S.11002;Mikro enote;0,08;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
49184075;8158584;;KLINIKA PRIMADENT d.o.o.;Ferrarska ulica 17;Koper - Capodistria;6000;6;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Ni podatka o velikosti;0,08;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58268049;6524451;;KONZILIJ d.o.o.;Ulica heroja Rojška 32;Celje;3000;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,08;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12043940;8227896;69210658;Hiša TKM d.o.o.;Glavni trg 29;Polzela;3313;3;Q86.901;Alternativne oblike zdravljenja;;S.11002;/;0,07;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
36997463;6105084;;i-DENS Boštjan Plut s.p.;Grm pri Podzemlju 1 A;Gradac;8332;8;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0,07;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
92141889;6456146;46107557;MEDIMAS, Mateja Mesari? Matjaši? s.p.;Juršinci 82;Juršinci;2256;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0,06;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
89684966;1884689;68015892;KAFOL d.o.o.;Zeljarska ulica 2;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,05;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
79417256;6054714;68049768;SAEKA - ERIKA BRAJNIK S.P.;Goriška cesta 25;Ajdovš?ina;5270;5;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0,05;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
15638090;8014671;;MCeD d.o.o.;Finžgarjeva ulica 4;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,05;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
95830553;8127174;;ASHKAN LAB d.o.o.;Dunajska cesta 10;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.11003;Ni podatka o velikosti;0,05;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
38581710;3626504;45524102;AJA, TINA GOLEŽ S.P.;Jelen?eva ulica 1;Kranj;4000;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0,04;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
90974271;6947581;45752856;JERICA PENKO S.P.;Šercerjeva cesta 18;Ilirska Bistrica;6250;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0,04;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
20682069;2351366;;INŠTITUT LOGOS VITAE;Partizanska cesta 12;Rakek;1381;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0,02;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
30187923;3948064;;Zavod Hipo Team;Brje 19;Dobravlje;5263;5;Q86.901;Alternativne oblike zdravljenja;;S.11002;Mikro enote;0,02;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
35744235;1899759;69208971;diaVITA d.o.o.;Herbersteinova ulica 18;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,01;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
10430776;7039115;;CALOPEIA d.o.o.;Velika pot 15;Solkan;5250;5;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0,01;;;;;2018;6;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
15235190;2221632;68244190;IPD;Ulica Vlada Žigerja 1;Limbuš;2341;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
30738547;3644634;68845725;FIZIOTERAPIJA GRAPAR ŽARGI d.o.o.;Štula 13 B;Ljubljana - Šentvid;1210;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
31903797;5851475;22033603;KVIST, d.o.o., Ilirska Bistrica;Župan?i?eva ulica 5;Ilirska Bistrica;6250;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
37846175;1761935;68108515;AMES MAJDA SENEKOVI? S.P.;Savska cesta 10;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
43794661;5997224;68059203;MEDIMENS d.o.o.;Zaloška cesta 167;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
42933960;1226975;22033372;RUBIS d.o.o.;Pame?e 110;Slovenj Gradec;2380;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
46766758;1857339;68135580;KALUS d.o.o.;Mar?i?eva ulica 24;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
62919326;2027453;68269605;KEMAJL KAMERI S.P.;Adami?eva cesta 41 B;Grosuplje;1290;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
66457254;5741807;68071375;PAMM - SAN d.o.o.;Privškova ulica 18;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
53522303;3882535;68916591;NEŽKA POLJANŠEK S.P.;Ulica bratov Babnik 10;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
80555012;2185423;68374293;O?ESNI CENTER OPTIMIST d.o.o.;Maleševa ulica 36;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
80583172;5867746;45025275;HEDENS d.o.o. PETROV?E;Petrov?e 92;Petrov?e;3301;3;Q86.230;Zobozdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
71579605;5544742;68275610;KARDIOLOG d.o.o., Ljubljana;Opekarska cesta 30;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55899811;5637490;68275214;INEKA d.o.o.;Preški Vrh 29;Ravne na Koroškem;2390;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
85903019;5874284;45033052;ANDREJ CHIBA S.P.;Celestinova ulica 9;Celje;3000;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
77339550;1925750;68284812;ZZ ESHMUN;Sokolska ulica 45;Maribor;2000;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
84435844;3280195;68663960;FIZIOTERAPIJA, ANDREJA ANDRAŠI? S.P.;Kardeljeva cesta 77;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
54345430;1413988;22033379;FEMINA CENTER, d.o.o., Ljubljana;Gasparijeva ulica 11;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
75437848;1715712;68004798;POTNIK-REŠEVALEC d.o.o., Ljubljana;Per?eva ulica 22;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
75573938;2057271;68072752;MEDICINSKI CENTER JELEN;Bokra?i 30 B;Puconci;9201;9;Q86.230;Zobozdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
88115887;1974661;68238482;DM DENTAL d.o.o.;Mariborska cesta 5;Slovenska Bistrica;2310;2;Q86.230;Zobozdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
77156242;3226697;68273592;IGOR MIHAJLOVI?, S.P.;Mariborska cesta 37;Radlje ob Dravi;2360;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
77240197;1722573;68003435;ZZ LOVŠE;Ulica Roberta Kukovca 15;Maribor;2000;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
61767794;5809207;22033593;PEDIATRI?NA ORDINACIJA AJDA CIMPERMAN, d.o.o.;Cesta v Mestni log 55;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58361812;1214900;68013999;CARDIOFIT d.o.o.;Tomši?eva ulica 19;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
17311284;3996433;69133046;Danijel Stupan s.p.;Dantejeva ulica 18;Izola - Isola;6310;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
